angle_source,p,number_of_reads,maximum_iterations,gamma_sign,guarantee_3regular_maxcut,initial_parameters,qiskit_parameter_names,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],117,1,0.0078125,1567.6556999999993,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0010111110101111111,001011111010111111100000010100000000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],118,1,0.0078125,1606.4643999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111101110000011111,011110111000001111101000111000010100,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],119,1,0.0078125,1616.8605999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0001101111100010101,000110111110001010100000000001011010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],120,1,0.0078125,1686.0124999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1110110111001111000,111011011100111100010001010001010000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],121,1,0.0078125,1692.5090999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0101110111100110011,010111011110011001101000011001010001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],122,1,0.0078125,1828.1859999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0011110111101101111,001111011110110111100000100101100010,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],123,1,0.0078125,1861.4611999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111110111001111011,011111011100111101110000010010000001,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],124,1,0.0078125,1905.7024999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0111101110001011110,011110111000101111010100000100101110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],125,1,0.0078125,1949.2214999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1000110110111111100,100011011011111110001010100000101101,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],126,1,0.0078125,2067.9802999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,1100110110001111100,110011011000111110000101101010010110,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],127,1,0.0078125,2077.0691999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110100101111111001,011010010111111100101001001010011000,true,single,36,1.0e-10,64
Wurtz-Lykov 3-regular tree fixed-angle table; arXiv:2107.00677,4,128,25,-1,0.8169,0.6;0.434;0.297;0.159;-0.409;-0.781;-0.988;-1.156,β[0];β[1];β[2];β[3];γ[0];γ[1];γ[2];γ[3],128,1,0.0078125,2110.1304999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,,,,,,,0110100110101111001,011010011010111100110001000011000010,true,single,36,1.0e-10,64
